,Index,Artist,Song,Emotion,Lyric
2394,ML2395,Whitesnake,Love Ain't No Stranger (2003 Digital Remaster),happy,"['knows', 'cold', 'wind', 'blows', 'ask', 'friends', 'nobody', 'knows', 'believe', 'love', 'oh', 'love', 'ai', 'stranger', 'mmm', 'looked', 'around', 'see', 'broken', 'hearted', 'people', 'staring', 'searching', 'still', 'believe', 'oh', 'love', 'ai', 'stranger', 'alone', 'needed', 'love', 'much', 'sacrificed', 'dreaming', 'heard', 'warning', 'heart', 'tell', 'feel', 'emptiness', 'love', 'know', 'well', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'hold', 'passion', 'soul', 'need', 'look', 'mercy', 'heart', 'begins', 'bleed', 'know', 'good', 'loving', 'friend', 'pain', 'read', 'lines', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'knows', 'cold', 'wind', 'blows', 'ask', 'friends', 'nobody', 'knows', 'believe', 'love', 'lord', 'mercy', 'love', 'ai', 'stranger', 'ai', 'stranger', 'alone', 'needed', 'love', 'much', 'sacrificed', 'dreaming', 'hold', 'passion', 'soul', 'need', 'look', 'mercy', 'heart', 'begins', 'bleed', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'love', 'ai', 'stranger', 'love', 'ai', 'stranger', 'ai', 'stranger']"
2395,ML2396,LORE,Release,happy,"['left', 'cigarettes', 'long', 'stale', 'still', 'smell', 'sheets', 'linger', 'memory', 'said', 'never', 'love', 'know', 'love', 'means', 'tell', 'tell', 'love', 'release', 'fear', 'leads', 'nowhere', 'fear', 'leads', 'nowhere', 'easier', 'love', 'love', 'ah', 'ah', 'left', 'cigarettes', 'long', 'stale', 'take', 'much', 'linger', 'emptiness', 'said', 'ready', 'know', 'tell', 'tell', 'love', 'release', 'fear', 'leads', 'nowhere', 'fear', 'leads', 'nowhere', 'fear', 'leads', 'nowhere', 'fear', 'leads', 'nowhere', 'easier', 'love', 'love', 'easier', 'love', 'love', 'love', 'love', 'easier', 'love', 'love', 'easier', 'love', 'love', 'let', 'love', 'let', 'love', 'let', 'love', 'let', 'love', 'easier', 'love', 'love', 'easier', 'love', 'love', 'love', 'love', 'easier', 'love', 'love', 'easier', 'love', 'release', 'release']"
2396,ML2397,Bob Marley & The Wailers,Rainbow Country (Red Gold And Green Version),relaxed,"['hey', 'mr.', 'music', 'ya', 'sure', 'sound', 'good', 'refuse', 'got', 'feel', 'like', 'dancing', 'dance', 'free', 'got', 'promise', 'land', 'feel', 'home', 'overstand', 'road', 'rocky', 'sure', 'feels', 'good', 'lucky', 'together', 'always', 'ride', 'sun', ""risin'"", 'sun', ""risin'"", 'ride', 'ride', 'ride', 'ride', 'rainbow', 'country', 'rainbow', 'country', 'rainbow', 'country', 'rainbow', 'country', 'hey', 'mr.', 'music', 'ya', 'sure', 'sound', 'good', 'refuse', 'got', 'feel', 'like', 'dancing', 'dance', 'free', 'got', 'promise', 'land', 'feel', 'home', 'understand', 'road', 'rock', 'sure', 'feels', 'good', 'lucky', 'together', 'always', 'ride', 'sun', ""risin'"", 'sun', ""risin'"", 'moon', ""risin'"", 'ride', 'ride', 'ride', 'ride', 'road', 'rocky', 'sure', 'feels', 'good', 'lucky', 'together', 'always', 'ride', 'rainbow', 'country', 'rainbow', 'yountry', 'rainbow', 'country', 'sun', ""risin'"", 'sun', ""risin'"", 'moon', ""risin'"", 'sun', ""risin'"", 'sun', ""risin'"", 'sun', ""risin'"", 'rainbow', 'country', 'rainbow', 'country', 'rainbow', 'country', 'rainbow', 'country', 'rainbow', 'country', 'rainbow', 'country', 'sayin', 'hey', 'mr.', 'music', 'sure', 'sound', 'good', 'refuse', 'cause', 'got', 'feel', 'like', 'dancing', 'dance', 'free', 'got', 'promise', 'land', 'feel', 'home', 'understand', 'road', 'rocks', 'sure', 'feels', 'good', 'lucky', 'together', 'always', 'rainbow', 'country', 'rainbow', 'country', 'rainbow', 'country']"
2397,ML2398,Agnes,I Need You Now,sad,"['need', 'fine', 'believe', 'know', 'enough', 'know', 'lie', 'close', 'hard', 'say', 'total', 'barely', 'holding', 'need', 'need', 'turn', 'away', 'need', 'oh', 'please', 'turn', 'away', 'need', 'need', 'spinning', 'nearly', 'impossible', 'slow', 'one', 'night', 'company', 'might', 'thing', 'keep', 'sane', 'clock', 'ticking', 'fuse', 'burning', 'keep', 'runnin', 'coming', 'turn', 'away', 'turn', 'away', 'need', 'need', 'turn', 'away', 'need', 'oh', 'please', 'turn', 'away', 'many', 'times', 'come', 'vulnerable', 'like', 'know', 'right', 'question', 'please', 'ask', 'need', 'clock', 'ticking', 'fuse', 'burning', 'turn', 'away', 'keep', 'runnin', 'coming', 'need', 'need', 'need', 'turn', 'away', 'need', 'oh', 'please', 'turn', 'away', 'need', 'clock', 'ticking', 'fuse', 'burning', 'need', 'oh', 'please', 'turn', 'away', 'need', 'need', 'clock', 'ticking', 'fuse', 'burning', 'keep', 'runnin', 'coming', 'clock', 'ticking', 'fuse', 'burning', 'keep', 'runnin', 'coming', 'clock', 'ticking', 'fuse', 'burning', 'keep', 'runnin', 'coming']"
2398,ML2399,Silverchair,The Door,sad,"['could', 'like', 'could', 'lock', 'door', 'make', 'mind', 'let', 'door', 'let', 'door', 'swing', 'one', 'one', 'let', 'door', 'wanted', 'pretend', 'dead', 'pretend', 'make', 'mind', 'let', 'door', 'let', 'door', 'swing', 'one', 'one', 'let', 'door', 'makes', 'sense', 'makes', 'drown', 'let', 'know', 'alright', 'let', 'know', 'might', 'make', 'mind', 'let', 'door', 'let', 'door', 'swing', 'one', 'one', 'let', 'door', 'makes', 'sense', 'makes', 'sense', 'makes', 'sense', 'makes', 'drown']"
2399,ML2400,Kane,My Heart's Desire,angry,"['knows', 'words', 'cold', 'heart', 'fire', 'trapped', 'walls', 'steel', 'world', 'fire', 'crushed', 'word', 'true', 'torn', 'eyes', 'blue', 'heart', 'desire', 'run', 'darkest', 'moon', 'take', 'higher', 'let', 'go', 'let', 'flow', 'let', 'speak', 'till', 'know', 'fire', 'turn', 'see', 'truth', 'inside', 'oh', 'oh', 'see', 'whohoho', 'oh', 'oh', 'see', 'oh', 'oh', 'tear', 'walls', 'pain', 'take', 'higher', 'let', 'come', 'let', 'come', 'let', 'speak', 'heart', 'fire', 'run', 'stay', 'run', 'stay', 'oh', 'oh', 'see', 'oh', 'oh', 'oh', 'oh', 'see', 'oh', 'oh', 'let', 'come', 'let', 'come', 'oh', 'oh', 'oh', 'oh', 'see', 'oh', 'oh', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah']"
2400,ML2401,L.A. Guns,Some Lie For Love,angry,"['somewhere', 'south', 'border', 'headin', 'doll', 'serenade', 'taking', ""aughta'"", 'shakin', 'masquerade', 'lonely', 'decided', 'see', ""ya'"", 'get', 'enough', 'side', 'heat', 'arrived', 'motel', 'whole', 'town', 'stayed', 'inside', 'lie', 'love', 'lie', 'fame', 'lie', 'trust', 'lie', 'vain', 'lie', 'love', 'lie', 'gain', 'lie', 'pouring', 'rain', 'move', 'bayou', 'old', 'set', 'rules', 'get', 'nothin', ""nothin'"", 'fact', 'tied', 'ship', 'fools', 'alice', 'looking', 'shoulder', 'like', 'chinese', 'diplomat', 'daring', 'anyone', 'hold', 'smile', 'like', 'cheshire', 'cat', 'lie', 'love', 'lie', 'fame', 'lie', 'trust', 'lie', 'vain', 'lie', 'love', 'lie', 'gain', 'lie', 'pouring', 'rain', 'shakin', 'halt', 'voodoo', 'second', 'oldest', 'trick', 'book', 'one', 'quite', 'like', 'start', 'never', 'stop', 'never', 'stop', 'way', 'seance', 'met', 'gypsy', 'renegade', 'crossed', 'palm', 'silver', 'heart', 'put', 'jagged', 'stake', 'lie', 'love', 'lie', 'fame', 'lie', 'trust', 'lie', 'vain', 'lie', 'love', 'lie', 'gain', 'lie', 'pouring', 'rain']"
2401,ML2402,Deftones,No Ordinary Love (Remastered LP Version),happy,"['gave', 'love', 'got', 'gave', 'could', 'give', 'gave', 'love', 'gave', 'inside', 'took', 'love', 'took', 'love', 'tell', 'believe', 'somebody', 'say', 'love', 'like', 'last', 'give', 'got', 'give', 'babe', 'gave', 'love', 'got', 'gave', 'could', 'give', 'gave', 'love', 'gave', 'inside', 'took', 'love', 'took', 'love', 'keep', 'trying', 'keep', 'trying', 'nothing', 'like', 'baby', 'ordinary', 'love', 'ordinary', 'love', 'ordinary', 'love', 'ordinary', 'love', 'came', 'way', 'brightened', 'every', 'day', 'sweet', 'smile', 'tell', 'believe', 'somebody', 'say', 'love', 'like', 'last', 'give', 'got', 'give', 'baby', 'ordinary', 'love', 'ordinary', 'love', 'ordinary', 'love', 'ordinary', 'love', 'keep', 'trying', 'keep', 'trying', 'keep', 'trying', 'nothing', 'like', 'baby', 'ordinary', 'love', 'ordinary', 'love', 'ordinary', 'love', 'ordinary', 'love', 'keep', 'crying', 'keep', 'trying', 'keep', 'crying', 'keep', 'crying', 'keep', 'trying', 'keep', 'crying', 'keep', 'crying', 'keep', 'trying', 'keep', 'crying', 'keep', 'crying', 'keep', 'trying', 'keep', 'crying']"
2402,ML2403,air,sexy_boy,happy,"['sexy', 'boy', 'sexy', 'boy', 'sexy', 'boy', 'sexy', 'boy', 'où', 'sont', 'tes', 'héros', 'aux', 'corps', ""d'athlètes"", 'où', 'sont', 'tes', 'idoles', 'mal', 'rasées', 'bien', 'habillées', 'oh', 'sexy', 'boy', 'oh', 'sexy', 'boy', 'dans', 'leurs', 'yeux', 'des', 'dollars', 'dans', 'leurs', 'sourires', 'des', 'diamants', 'moi', 'aussi', 'un', 'jour', 'je', 'serai', 'beau', 'comme', 'un', 'dieu', 'sexy', 'boy', 'sexy', 'boy', 'apollon', '2000', 'zéro', 'défaut', 'vingt', 'et', 'un', ""c'est"", ""l'homme"", 'idéal', 'charme', 'au', 'masculin', 'sexy', 'boy', 'sexy', 'boy', 'oh', 'sexy', 'boy', 'oh', 'sexy', 'boy', 'sexy', 'boy', 'oh', 'sexy', 'boy', 'sexy', 'boy', 'sexy', 'boy']"
2403,ML2404,jackson_5,abc,relaxed,"['went', 'school', 'learn', 'girl', 'things', 'never', 'never', 'knew', 'like', 'e', 'except', 'c', 'two', 'plus', 'two', 'makes', 'four', 'going', 'teach', 'teach', 'teach', 'love', 'dear', 'love', 'sit', 'take', 'seat', 'got', 'repeat', 'abc', 'easy', 'one', 'two', 'three', 'simple', 'mi', 'abc', 'one', 'two', 'three', 'baby', 'girl', 'abc', 'easy', 'one', 'two', 'three', 'simple', 'mi', 'abc', 'one', 'two', 'three', 'baby', 'girl', 'come', 'let', 'love', 'little', 'bit', 'come', 'let', 'love', 'little', 'bit', 'am-a', 'going', 'teach', 'sing', 'come', 'come', 'come', 'let', 'show', 'reading', 'writing', 'arithmetic', 'branches', 'learning', 'tree', 'without', 'roots', 'love', 'every', 'day', 'girl', 'education', 'ai', 'complete', 't-t-t-teacher', 'going', 'show', 'show', 'show', 'get', 'nyah', 'nyah', 'nyah', 'nyah', 'nyah', 'nyah', 'spell', 'add', 'two', 'listen', 'baby', 'got', 'oh', 'abc', 'easy', 'one', 'two', 'three', 'simple', 'mi', 'abc', 'one', 'two', 'three', 'baby', 'girl', 'abc', 'easy', 'like', 'counting', 'three', 'sing', 'simple', 'melody', 'easy', 'love', 'easy', 'love', 'sing', 'simple', 'melody', 'one', 'two', 'three', 'sit', 'girl', 'think', 'love', 'ya', 'get', 'girl', 'show', 'shake', 'shake', 'baby', 'come', 'shake', 'shake', 'baby', 'ooh-ooh', 'shake', 'shake', 'baby', 'huh', 'one', 'two', 'three', 'baby', 'ooh-ooh', 'abc', 'baby', 'nah-nah', 'mi', 'baby', 'ow', 'easy', 'love', 'abc', 'easy', 'like', 'counting', 'three', 'sing', 'simple', 'melody', 'easy', 'love', 'going', 'teach', 'sing', 'come', 'come', 'come', 'let', 'show', 'abc', 'easy', 'like', 'counting', 'three', 'sing', 'simple', 'melody', 'easy', 'love', 'going', 'teach', 'sing', 'sing', 'sing', 'ow', 'ow', 'ow', 'baby', 'abc', 'easy', 'like', 'counting', 'three', 'sing', 'simple', 'melody', 'easy', 'love']"
2404,ML2405,Metallica,Metal Militia,sad,"['thunder', 'lightning', 'gods', 'take', 'revenge', 'senseless', 'destruction', 'victims', 'fury', 'cowardly', 'running', 'safety', 'stabbing', 'harlot', 'pay', 'sins', 'leaving', 'virgin', 'suicide', 'running', 'free', 'ripping', 'tearing', 'oh', 'mist', 'madness', 'trying', 'get', 'message', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia', 'chained', 'shadowed', 'left', 'behind', 'nine', 'one', 'thousand', 'metal', 'militia', 'sacrifice', 'iron', 'clad', 'soldiers', 'join', 'conquered', 'law', 'land', 'befall', 'metalization', 'inner', 'soul', 'twisting', 'turning', 'oh', 'mist', 'madness', 'trying', 'get', 'message', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia', 'one', 'fighting', 'one', 'cause', 'leather', 'metal', 'uniforms', 'protecting', 'joining', 'together', 'take', 'world', 'heavy', 'metal', 'spreading', 'message', 'everyone', 'come', 'let', 'go', 'oh', 'mist', 'madness', 'trying', 'get', 'message', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia', 'metal', 'militia']"
2405,ML2406,The Rapture,Killing,sad,"['killing', 'flange', 'tape', 'hendrix', 'killing', 'flange', 'tape', 'help', 'one', 'ever', 'see', 'cause', 'one', 'help', 'oh', 'bored', 'trying', 'grab', 'think', 'wanting', 'know', 'trying', 'show', 'killing', 'flange', 'tape', 'hendrix', 'killing', 'flange', 'tape', 'help', 'one', 'ever', 'see', 'cause', 'one', 'help', 'one', 'two', 'three', 'four', 'kick', 'fucker', 'door', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know', 'got', 'got', 'know']"
2406,ML2407,Roger Clyne & The Peacemakers,Mile High and Risin',sad,"['tired', 'lickin', 'boots', 'been-a-kickin', 'sick', 'sour', 'grapes', 'keep-a', 'pickin', 'set', 'loose', 'wings', 'cut', 'strings', 'puppeteers', 'freedom', 'begins', 'baby', 'ears', 'reach', 'sky', 'buy', ""advertisin'"", 'mile', 'high', 'risin', 'opened', 'eyes', 'lies', 'a-trickin', 'cut', 'horns', 'pulled', 'thorns', 'been-stickin', 'got', 'feelin', 'dealin', 'got', 'livin', 'way', 'low', 'ceiling', 'cut', 'doom', 'gloom', 'c', 'amon', 'grab', 'headroom']"
2407,ML2408,Fontella Bass,Rescue Me,happy,"['rescue', 'take', 'arms', 'rescue', 'want', 'tender', 'charms', 'cause', 'a-lonely', 'blue', 'need', 'love', 'come', 'rescue', 'come', 'baby', 'rescue', 'come', 'baby', 'rescue', 'cause', 'need', 'side', 'see', 'lonely', 'rescue', 'come', 'take', 'heart', 'take', 'love', 'conquer', 'every', 'part', 'cause', 'a-lonely', 'blue', 'need', 'love', 'come', 'rescue', 'come', 'baby', 'rescue', 'come', 'baby', 'rescue', 'cause', 'need', 'side', 'see', 'lonely', 'rescue', 'take', 'arms', 'rescue', 'want', 'tender', 'charms', 'cause', 'a-lonely', 'blue', 'need', 'love', 'come', 'rescue', 'come', 'baby', 'take', 'baby', 'take', 'baby', 'hold', 'baby', 'hold', 'baby', 'love', 'baby', 'love', 'baby', 'see', 'need', 'baby', 'see', 'lonely', 'rescue', 'come', 'take', 'hand', 'come', 'baby', 'man', 'cause', 'love', 'cause', 'want', 'see', 'lonely', 'mm-hmm', 'mm-hmm', 'mm-hmm', 'mm-hmm', 'take', 'baby', 'take', 'baby', 'love', 'baby', 'love', 'baby', 'need', 'baby', 'need', 'baby', 'mm-hmm', 'mm-hmm', 'mm-hmm', 'see', 'lonely', 'rescue', 'rescue', 'mm-hmm', 'mm-hmm', 'hmm-hmm', 'hmm', 'mm-hmm', 'mm-hmm']"
2408,ML2409,Simply Red,Thrill Me,happy,"['ok', 'one', 'took', 'granted', 'made', 'mistakes', 'wake', 'let', 'break', 'thrill', 'got', 'love', 'strong', 'thrill', 'really', 'turn', 'thrill', 'wait', 'till', 'tomorrow', 'night', 'thrill', 'going', 'treat', 'right', 'said', 'would', 'never', 'let', 'alone', 'many', 'times', 'worked', 'days', 'find', 'things', 'try', 'heart', 'would', 'never', 'let', 'thrill', 'got', 'love', 'strong', 'thrill', 'wrong', 'thrill', 'wait', 'till', 'tomorrow', 'night', 'thrill', 'going', 'treat', 'right', 'truth', 'gone', 'left', 'face', 'fact', 'really', 'gone', 'love', 'phase', 'pray', 'make', 'true', 'heart', 'would', 'never', 'let', 'thrill', 'got', 'love', 'strong', 'thrill', 'really', 'turn', 'thrill', 'wait', 'till', 'tomorrow', 'night', 'thrill', 'going', 'treat', 'right']"
2409,ML2410,Muse,Stockholm Syndrome,angry,"['stand', 'way', 'let', 'hatred', 'grow', 'scream', 'shout', 'pray', 'name', 'yeah', 'name', 'hold', 'back', 'let', 'anger', 'rise', 'fly', 'fall', 'burn', 'one', 'recall', 'one', 'recall', 'last', 'time', 'abandon', 'last', 'time', 'forget', 'wish', 'could', 'look', 'stars', 'let', 'hope', 'burn', 'eyes', 'love', 'hate', 'die', 'avail', 'avail', 'last', 'time', 'abandon', 'last', 'time', 'forget', 'wish', 'could', 'last', 'time', 'abandon', 'last', 'time', 'forget', 'wish', 'could', 'wish', 'could']"
2410,ML2411,Natasha Bedingfield,These Words,happy,"['words', 'threw', 'chords', 'together', 'combination', 'd-e-f', 'going', 'lay', 'tried', 'focus', 'attention', 'feel', 'a-d-d', 'need', 'help', 'inspiration', 'coming', 'easily', 'whoa', 'tryin', 'find', 'magic', 'whoa', 'tryin', 'write', 'classic', 'whoa', 'cha', 'know', 'cha', 'know', 'cha', 'know', 'whoa', 'wastebin', 'full', 'paper', 'clever', 'rhymes', 'see', 'ya', 'later', 'words', 'heart', 'flow', 'love', 'love', 'love', 'love', 'way', 'better', 'say', 'love', 'love', 'read', 'byron', 'shelley', 'keates', 'recited', 'hip-hop', 'beat', 'havin', 'trouble', 'sayin', 'mean', 'dead', 'poets', 'drum', 'machine', 'know', 'studio', 'time', 'booked', 'could', 'find', 'killer', 'hook', 'going', 'raise', 'bar', 'right', 'nothin', 'write', 'ever', 'good', 'enough', 'words', 'heart', 'flow', 'love', 'love', 'love', 'love', 'way', 'better', 'say', 'love', 'love', 'words', 'heart', 'flow', 'love', 'love', 'love', 'love', 'way', 'better', 'say', 'love', 'love', 'gettin', 'stage', 'curtains', 'pull', 'away', 'hyperbole', 'hide', 'behind', 'naked', 'soul', 'exposes', 'whoa', 'tryin', 'find', 'magic', 'whoa', 'tryin', 'write', 'classic', 'whoa', 'wastebin', 'full', 'paper', 'clever', 'rhymes', 'see', 'ya', 'later', 'words', 'heart', 'flow', 'cha', 'know', 'love', 'love', 'love', 'love', 'way', 'better', 'say', 'love', 'love', 'words', 'heart', 'flow', 'love', 'love', 'love', 'love', 'way', 'better', 'say', 'love', 'love', 'words', 'heart', 'love', 'love', 'got', 'say', 'think', 'better', 'way', 'got', 'say', 'love', 'okay']"
2411,ML2412,Wings,Silly Love Songs,happy,"['think', 'people', 'would', 'enough', 'silly', 'love', 'songs', 'look', 'around', 'see', 'people', 'want', 'fill', 'world', 'silly', 'love', 'songs', 'wrong', 'like', 'know', 'go', 'love', 'love', 'love', 'love', 'explain', 'feeling', 'plain', 'see', 'ah', 'gave', 'gave', 'see', 'wrong', 'need', 'know', 'go', 'love', 'love', 'love', 'come', 'minute', 'sometimes', 'come', 'know', 'silly', 'love', 'silly', 'love', 'silly', 'yeah', 'yeah', 'tell', 'loved', 'one', 'tell', 'loved', 'one', 'tell', 'loved', 'one', 'tell', 'loved', 'one', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'think', 'people', 'would', 'enough', 'silly', 'love', 'songs', 'look', 'around', 'see', 'oh', 'people', 'want', 'fill', 'world', 'silly', 'love', 'songs', 'wrong']"
2412,ML2413,The Clash,I'm So Bored With The U.S.A.,sad,"['yankee', 'soldier', 'want', 'shoot', 'skag', 'met', 'cambodia', 'afford', 'bag', 'yankee', 'dollar', 'talk', 'dictator', 'world', 'fact', 'giving', 'orders', 'afford', 'miss', 'word', 'bored', 'usa', 'bored', 'usa', 'yankee', 'detectives', 'always', 'tv', 'killers', 'america', 'work', 'seven', 'days', 'week', 'never', 'mind', 'stars', 'stripes', 'let', 'print', 'watergate', 'tapes', 'salute', 'new', 'waves', 'hope', 'nobody', 'escapes', 'bored', 'usa', 'bored', 'usa', 'bored', 'usa', 'bored', 'usa', 'bored', 'usa', 'bored', 'usa', 'bored', 'usa', 'move', 'starsky', 'c.i.a', 'suck', 'kojak', 'usa']"
2413,ML2414,Hatebreed,Destroy Everything (Album Version),angry,"['new', 'life', 'begins', 'destroy', 'everything', 'destroy', 'everything', 'destroy', 'everything', 'obliterate', 'makes', 'us', 'weak', 'destroy', 'everything', 'destroy', 'everything', 'destroy', 'everything', 'decimate', 'threatens', 'cleanse', 'world', 'flame', 'end', 'cleanse', 'rebuild', 'start', 'obliterate', 'makes', 'us', 'weak', 'end', 'embrace', 'destruction', 'end', 'embrace', 'new', 'life', 'new', 'life', 'even', 'empty', 'threat', 'deserves', 'response', 'soon', 'forget', 'must', 'destroy', 'everything', 'tries', 'infect', 'even', 'empty', 'threat', 'deserves', 'response', 'soon', 'forget', 'must', 'destroy', 'everything', 'tries', 'infect', 'destroy', 'everything', 'destroy', 'everything', 'destroy', 'everything', 'obliterate', 'makes', 'us', 'weak', 'destroy', 'everything', 'destroy', 'everything', 'destroy', 'everything', 'decimate', 'threatens', 'cleanse', 'world', 'flame', 'end', 'cleanse', 'rebuild', 'start', 'obliterate', 'makes', 'us', 'weak', 'end', 'embrace', 'destruction', 'end', 'embrace', 'new', 'life', 'new', 'life', 'even', 'empty', 'threat', 'deserves', 'response', 'soon', 'forget', 'must', 'destroy', 'everything', 'tries', 'infect', 'even', 'empty', 'threat', 'deserves', 'response', 'soon', 'forget', 'must', 'destroy', 'everything', 'tries', 'infect', 'new', 'life', 'begins', 'destroy', 'everything', 'destroy', 'everything', 'obliterate', 'makes', 'us', 'weak', 'destroy', 'everything', 'destroy', 'everything', 'destroy', 'everything', 'decimate', 'threatens', 'destroy', 'everything', 'destroy', 'everything', 'destroy', 'everything', 'new', 'life', 'begin', 'destroy', 'everything', 'destroy', 'everything', 'destroy', 'everything', 'rebuild', 'start']"
2414,ML2415,Rainbow,Still I'm Sad,sad,"['version', '1', 'ritchie', 'blackmore', 'rainbow', 'instrumental', 'version', '2', 'stage', 'see', 'stars', 'come', 'falling', 'sky', 'gently', 'passing', 'kiss', 'tears', 'cry', 'see', 'wind', 'come', 'softly', 'blow', 'hair', 'face', 'rain', 'comes', 'falling', 'crazy', 'ways', 'still', 'sad', 'still', 'sad', 'tears', 'fall', 'dust', 'day', 'dry', 'night', 'find', 'lost', 'see', 'wind', 'come', 'softly', 'blow', 'time', 'heart', 'rain', 'comes', 'falling', 'apart', 'still', 'sad', 'still', 'sad', 'see', 'stars', 'come', 'falling', 'sky', 'gently', 'passing', 'kiss', 'tears', 'cry', 'see', 'wind', 'come', 'softly', 'blow', 'hair', 'face', 'rain', 'comes', 'falling', 'crazy', 'ways', 'sad', 'sad', 'still', 'sad', 'feeling', 'sad', 'feeling', 'bad', 'making', 'sad', 'making', 'bad', 'sad', 'version', '3', 'stranger', 'us', 'see', 'stars', 'come', 'falling', 'sky', 'gently', 'passing', 'kiss', 'tear', 'drops', 'dry', 'see', 'wind', 'come', 'softly', 'blow', 'hair', 'face', 'rain', 'comes', 'falling', 'crazy', 'way', 'still', 'sad', 'tears', 'fall', 'dust', 'search', 'night', 'find', 'lost', 'see', 'wind', 'come', 'gently', 'blow', 'time', 'heart', 'rain', 'comes', 'falling', 'apart', 'still', 'sad', 'still', 'sad', 'see', 'stars', 'come', 'falling', 'sky', 'gently', 'passing', 'kiss', 'tear', 'drops', 'dry', 'see', 'wind', 'come', 'softly', 'blow', 'hair', 'face', 'rain', 'come', 'falling', 'crazy', 'crazy', 'way', 'oh', 'oh', 'oh', 'still', 'sad', 'still', 'sad']"
2415,ML2416,Placebo,The Never-Ending Why,sad,"['atom', 'implode', 'fragile', 'kingdom', 'fold', 'tremor', 'becomes', 'quake', 'body', 'lake', 'two', 'us', 'rebel', 'damn', 'hell', 'wonder', 'time', 'help', 'time', 'give', 'answers', 'never-ending', 'sound', 'silence', 'grows', 'spiders', 'kisses', 'lay', 'tumour', 'becomes', 'malign', 'kids', 'fine', 'two', 'us', 'rebel', 'damn', 'hell', 'wonder', 'time', 'help', 'time', 'give', 'answers', 'never-ending']"
2416,ML2417,Juliette & The Licks,Shelter Your Needs,angry,"['put', 'hand', 'tell', 'much', 'pressure', 'takes', 'get', 'give', 'give', ""'em"", 'hell', 'birth', 'right', 'back', 'grade', 'school', 'learned', 'street', 'fight', 'like', 'straight', 'edge', 'rockside', 'bunker', 'sorted', 'highlife', 'stuck', 'setting', 'skin', 'fake', 'tits', 'mutilation', 'dick', 'sucking', 'lips', 'infertration', 'uh', 'ha', 'x9', 'mad', 'mad', 'world', 'every', 'dizzy', 'turn', 'mad', 'mad', 'world', 'watch', 'might', 'get', 'burned', 'mad', 'mad', 'world', 'mad', 'mad', 'world', 'believe', 'breathe', 'hard', 'got', 'believe', 'shelter', 'needs', 'livin', 'lies', 'go', 'knees', 'fantasies', 'let', 'show', 'cards', 'know', 'always', 'got', 'breathe', 'hard', 'got', 'believe', 'shelter', 'needs', 'pharmaceutical', 'population', 'got', 'red', 'blue', 'cops', 'line', 'first', 'bops', 'foes', 'present', 'putting', 'good', 'show', 'uh', 'ha', 'x9', 'mad', 'mad', 'world', 'every', 'dizzy', 'turn', 'mad', 'mad', 'world', 'watch', 'might', 'get', 'burned', 'mad', 'mad', 'world', 'mad', 'mad', 'world', 'believe', 'breathe', 'hard', 'got', 'believe', 'shelter', 'needs', 'livin', 'lies', 'go', 'knees', 'fantasies', 'let', 'show', 'cards', 'know', 'always', 'got', 'breathe', 'hard', 'got', 'believe', 'shelter', 'needs', 'uh', 'ha', 'x9', 'mad', 'mad', 'world', 'every', 'dizzy', 'turn', 'mad', 'mad', 'world', 'watch', 'might', 'get', 'burned', 'mad', 'mad', 'world', 'mad', 'mad', 'world']"
